customer_id,retention_action,urgency,recommended_discount,specific_action
CUST_000951,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000952,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_000953,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_000954,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000955,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000956,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_000957,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000958,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000959,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000960,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000961,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000962,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000963,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000964,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000965,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000966,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_000967,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000968,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000969,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000970,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000971,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000972,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000973,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000974,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000975,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000976,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000977,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000978,Immediate Retention Call,Critical,20,Re-engagement campaign - 344 days inactive
CUST_000979,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000980,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_000981,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000982,Immediate Retention Call,Critical,20,Re-engagement campaign - 254 days inactive
CUST_000983,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000984,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000985,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000986,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000987,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_000988,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_000989,Immediate Retention Call,Critical,20,Re-engagement campaign - 280 days inactive
CUST_000990,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000991,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_000992,Immediate Retention Call,Critical,20,Re-engagement campaign - 99 days inactive
CUST_000993,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000994,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000995,Immediate Retention Call,Critical,20,Re-engagement campaign - 248 days inactive
CUST_000996,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000997,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_000998,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_000999,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001000,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001001,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001002,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001003,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001004,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001005,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001006,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001007,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001008,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001009,Immediate Retention Call,Critical,20,Re-engagement campaign - 296 days inactive
CUST_001010,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001011,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001012,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001013,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001014,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001015,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001016,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001017,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001018,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001019,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001020,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001021,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001022,Immediate Retention Call,Critical,20,Re-engagement campaign - 110 days inactive
CUST_001023,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001024,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001025,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001026,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001027,Loyalty Rewards Program,Normal,6,Enroll in VIP loyalty rewards program
CUST_001028,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001029,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001030,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001031,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001032,Immediate Retention Call,Critical,20,Re-engagement campaign - 252 days inactive
CUST_001033,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001034,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001035,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001036,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001037,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001038,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001039,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001040,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001041,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001042,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001043,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001044,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001045,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001046,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001047,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001048,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001049,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001050,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001051,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001052,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001053,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001054,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001055,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001056,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001057,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001058,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001059,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001060,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001061,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001062,Immediate Retention Call,Critical,20,Re-engagement campaign - 260 days inactive
CUST_001063,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001064,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001065,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001066,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001067,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001068,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001069,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001070,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001071,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001072,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001073,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001074,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001075,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001076,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001077,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001078,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001079,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001080,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001081,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001082,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001083,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001084,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001085,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001086,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001087,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001088,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001089,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001090,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001091,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001092,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001093,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001094,Immediate Retention Call,Critical,20,Re-engagement campaign - 128 days inactive
CUST_001095,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001096,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001097,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001098,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001099,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001100,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001101,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001102,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001103,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001104,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001105,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001106,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001107,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001108,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001109,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001110,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001111,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001112,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001113,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001114,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001115,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001116,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001117,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001118,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001119,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001120,Loyalty Rewards Program,Normal,5,Address payment issues - offer alternative payment methods
CUST_001121,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001122,Loyalty Rewards Program,Normal,5,Enroll in VIP loyalty rewards program
CUST_001123,Loyalty Rewards Program,Normal,5,Enroll in loyalty points program
CUST_001124,Immediate Retention Call,Critical,20,Address payment issues - offer alternative payment methods
CUST_001125,Loyalty Rewards Program,Normal,5,Enroll in basic rewards program
CUST_001126,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
CUST_001127,Loyalty Rewards Program,Normal,5,Enroll in enterprise loyalty program
